tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
AX15-8b	AX15-8b_LP-DIR-T	AX15-8		mt	206.7	39.8	1	11	-1	2.7	2.1	Intrusive:Igneous	Not Specified	Anorthosite	888	833	K		hargrave 2019-12-01 15:10:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX15
AX15-8b		AX15-8										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX15
AX15-8b		AX15-8										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX15
AX16-1b		AX16-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-1b	AX16-1b_LP-DIR-T	AX16-1		mt	240.4	42.9	1	15	-1	1.2	1.7	Intrusive:Igneous	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-01 15:11:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX16
AX16-1b		AX16-1										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-1b		AX16-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-1b	AX16-1b_LP-DIR-T	AX16-1		mt	267.8	46.4	1	15	100	1.2	1.7	Intrusive:Igneous	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-01 15:11:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX16
AX16-1b	AX16-1b_LP-DIR-T	AX16-1		mt	272.9	36.8	1	15	0	1.2	1.7	Intrusive:Igneous	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-01 15:11:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX16
AX16-2b	AX16-2b_LP-DIR-T	AX16-2		mt	266.5	49.9	1	14	100	2.3	1.6	Intrusive:Igneous	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-01 15:14:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX16
AX16-2b	AX16-2b_LP-DIR-T	AX16-2		mt	272.4	40.3	1	14	0	2.3	1.6	Intrusive:Igneous	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-01 15:14:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX16
AX16-2b		AX16-2										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-2b		AX16-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-2b	AX16-2b_LP-DIR-T	AX16-2		mt	241.7	52.2	1	14	-1	2.3	1.6	Intrusive:Igneous	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-01 15:14:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX16
AX16-2b		AX16-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-3b	AX16-3b_LP-DIR-T	AX16-3		mt	274.3	46.2	1	12	100	2.2	2.0	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:16:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX16
AX16-3b	AX16-3b_LP-DIR-T	AX16-3		mt	278.4	36.1	1	12	0	2.2	2.0	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:16:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX16
AX16-3b	AX16-3b_LP-DIR-T	AX16-3		mt	247.5	45.1	1	12	-1	2.2	2.0	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:16:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX16
AX16-3b		AX16-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-3b		AX16-3										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-3b		AX16-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-4b	AX16-4b_LP-DIR-T	AX16-4		mt	272.5	41.3	1	15	0	2.0	2.2	Intrusive:Igneous	Not Specified	Anorthosite	888	813	K		hargrave 2019-12-01 15:17:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX16
AX16-4b	AX16-4b_LP-DIR-T	AX16-4		mt	237.4	40.5	1	15	-1	2.0	2.2	Intrusive:Igneous	Not Specified	Anorthosite	888	813	K		hargrave 2019-12-01 15:17:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX16
AX16-4b		AX16-4										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-4b		AX16-4										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-4b		AX16-4										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-4b	AX16-4b_LP-DIR-T	AX16-4		mt	266.4	50.8	1	15	100	2.0	2.2	Intrusive:Igneous	Not Specified	Anorthosite	888	813	K		hargrave 2019-12-01 15:17:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX16
AX16-5b	AX16-5b_LP-DIR-T	AX16-5		mt	278.3	50.7	1	12	100	1.3	2.5	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:19:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX16
AX16-5b		AX16-5										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-5b	AX16-5b_LP-DIR-T	AX16-5		mt	282.4	40.2	1	12	0	1.3	2.5	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:19:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX16
AX16-5b	AX16-5b_LP-DIR-T	AX16-5		mt	241.1	41.8	1	12	-1	1.3	2.5	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:19:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX16
AX16-5b		AX16-5										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-5b		AX16-5										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-6b	AX16-6b_LP-DIR-T	AX16-6		mt	264.9	46.5	1	10	100	3.1	1.8	Intrusive:Igneous	Not Specified	Anorthosite	858	828	K		hargrave 2019-12-01 15:21:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX16
AX16-6b	AX16-6b_LP-DIR-T	AX16-6		mt	270.5	37.1	1	10	0	3.1	1.8	Intrusive:Igneous	Not Specified	Anorthosite	858	828	K		hargrave 2019-12-01 15:21:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX16
AX16-6b	AX16-6b_LP-DIR-T	AX16-6		mt	253.9	46.1	1	10	-1	3.1	1.8	Intrusive:Igneous	Not Specified	Anorthosite	858	828	K		hargrave 2019-12-01 15:21:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX16
AX16-6b		AX16-6										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-6b		AX16-6										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-6b		AX16-6										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-7b		AX16-7										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-7b		AX16-7										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-7b		AX16-7										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-7b	AX16-7b_LP-DIR-T	AX16-7		mt	248.3	39.3	1	12	-1	1.6	1.6	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:23:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX16
AX16-7b	AX16-7b_LP-DIR-T	AX16-7		mt	269.6	38.4	1	12	0	1.6	1.6	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:23:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX16
AX16-7b	AX16-7b_LP-DIR-T	AX16-7		mt	263.7	47.6	1	12	100	1.6	1.6	Intrusive:Igneous	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:23:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX16
AX16-8b	AX16-8b_LP-DIR-T	AX16-8		mt	238.5	41.0	1	14	-1	2.6	1.8	Intrusive:Igneous	Not Specified	Anorthosite	873	818	K		hargrave 2019-12-01 15:25:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX16
AX16-8b		AX16-8										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-8b	AX16-8b_LP-DIR-T	AX16-8		mt	271.1	42.0	1	14	0	2.6	1.8	Intrusive:Igneous	Not Specified	Anorthosite	873	818	K		hargrave 2019-12-01 15:25:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX16
AX16-8b		AX16-8										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-8b		AX16-8										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX16
AX16-8b	AX16-8b_LP-DIR-T	AX16-8		mt	264.5	51.4	1	14	100	2.6	1.8	Intrusive:Igneous	Not Specified	Anorthosite	873	818	K		hargrave 2019-12-01 15:25:07	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX16
AX17-1b	AX17-1b_LP-DIR-T	AX17-1		mt	201.9	69.2	1	11	-1	1.3	1.6	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:39:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX17
AX17-1b		AX17-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-1b		AX17-1										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-1b	AX17-1b_LP-DIR-T	AX17-1		mt	271.8	49.8	1	11	0	1.3	1.6	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:39:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX17
AX17-1b	AX17-1b_LP-DIR-T	AX17-1		mt	263.1	59.1	1	11	100	1.3	1.6	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:39:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX17
AX17-1b		AX17-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-2b		AX17-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-2b	AX17-2b_LP-DIR-T	AX17-2		mt	225.7	69.9	1	10	-1	0.8	1.2	Intrusive:Igneous	Not Specified	Anorthosite	863	813	K		hargrave 2020-09-03 10:41:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX17
AX17-2b	AX17-2b_LP-DIR-T	AX17-2		mt	271.4	48.3	1	10	0	0.8	1.2	Intrusive:Igneous	Not Specified	Anorthosite	863	813	K		hargrave 2020-09-03 10:41:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX17
AX17-2b		AX17-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-2b		AX17-2										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-2b	AX17-2b_LP-DIR-T	AX17-2		mt	263.1	57.6	1	10	100	0.8	1.2	Intrusive:Igneous	Not Specified	Anorthosite	863	813	K		hargrave 2020-09-03 10:41:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX17
AX17-3b	AX17-3b_LP-DIR-T	AX17-3		mt	213.2	62.3	1	11	-1	0.4	1.2	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:42:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX17
AX17-3b	AX17-3b_LP-DIR-T	AX17-3		mt	267.8	53.0	1	11	0	0.4	1.2	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:42:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX17
AX17-3b	AX17-3b_LP-DIR-T	AX17-3		mt	256.8	61.8	1	11	100	0.4	1.2	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:42:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX17
AX17-3b		AX17-3										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-3b		AX17-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-3b		AX17-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-4b		AX17-4										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-4b		AX17-4										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-4b	AX17-4b_LP-DIR-T	AX17-4		mt	268.8	58.5	1	9	100	0.0	1.4	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:44:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX17
AX17-4b	AX17-4b_LP-DIR-T	AX17-4		mt	222.9	33.7	1	9	-1	0.0	1.4	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:44:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX17
AX17-4b	AX17-4b_LP-DIR-T	AX17-4		mt	276.1	48.7	1	9	0	0.0	1.4	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:44:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX17
AX17-4b		AX17-4										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-5b	AX17-5b_LP-DIR-T	AX17-5		mt	273.4	48.8	1	9	0	0.7	1.5	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:45:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX17
AX17-5b		AX17-5										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-5b	AX17-5b_LP-DIR-T	AX17-5		mt	265.4	58.3	1	9	100	0.7	1.5	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:45:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX17
AX17-5b	AX17-5b_LP-DIR-T	AX17-5		mt	223.9	31.0	1	9	-1	0.7	1.5	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:45:45	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX17
AX17-5b		AX17-5										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-5b		AX17-5										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-6b		AX17-6										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-6b		AX17-6										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-6b	AX17-6b_LP-DIR-T	AX17-6		mt	269.0	62.1	1	9	100	0.5	1.0	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:47:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX17
AX17-6b	AX17-6b_LP-DIR-T	AX17-6		mt	220.1	44.7	1	9	-1	0.5	1.0	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:47:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX17
AX17-6b	AX17-6b_LP-DIR-T	AX17-6		mt	277.2	52.2	1	9	0	0.5	1.0	Intrusive:Igneous	Not Specified	Anorthosite	883	828	K		hargrave 2020-09-03 10:47:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX17
AX17-6b		AX17-6										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-7b	AX17-7b_LP-DIR-T	AX17-7		mt	273.7	51.7	1	10	0	1.1	2.1	Intrusive:Igneous	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 10:48:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX17
AX17-7b		AX17-7										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-7b		AX17-7										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-7b	AX17-7b_LP-DIR-T	AX17-7		mt	222.0	41.2	1	10	-1	1.1	2.1	Intrusive:Igneous	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 10:48:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX17
AX17-7b	AX17-7b_LP-DIR-T	AX17-7		mt	264.7	61.3	1	10	100	1.1	2.1	Intrusive:Igneous	Not Specified	Anorthosite	883	823	K		hargrave 2020-09-03 10:48:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX17
AX17-7b		AX17-7										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-8b		AX17-8										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-8b		AX17-8										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-8b	AX17-8b_LP-DIR-T	AX17-8		mt	277.2	45.7	1	11	0	1.3	1.7	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:50:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX17
AX17-8b		AX17-8										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX17
AX17-8b	AX17-8b_LP-DIR-T	AX17-8		mt	270.9	55.7	1	11	100	1.3	1.7	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:50:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX17
AX17-8b	AX17-8b_LP-DIR-T	AX17-8		mt	228.1	39.5	1	11	-1	1.3	1.7	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:50:02	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX17
AX18-1b		AX18-1										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
AX18-1b	AX18-1b_LP-DIR-T	AX18-1		mt	284.8	46.3	1	11	0	0.9	1.1	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:51:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX18
AX18-1b		AX18-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
AX18-1b	AX18-1b_LP-DIR-T	AX18-1		mt	173.0	62.4	1	11	-1	0.9	1.1	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:51:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX18
AX18-1b	AX18-1b_LP-DIR-T	AX18-1		mt	280.2	57.0	1	11	100	0.9	1.1	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:51:32	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX18
AX18-1b		AX18-1										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
AX18-2b		AX18-2										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
AX18-2b		AX18-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
AX18-2b		AX18-2										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
AX18-2b	AX18-2b_LP-DIR-T	AX18-2		mt	167.2	70.5	1	11	-1	0.6	2.6	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:53:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Beaver Bay Complex	AX18
AX18-2b	AX18-2b_LP-DIR-T	AX18-2		mt	282.2	45.9	1	11	0	0.6	2.6	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:53:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Beaver Bay Complex	AX18
AX18-2b	AX18-2b_LP-DIR-T	AX18-2		mt	277.1	56.3	1	11	100	0.6	2.6	Intrusive:Igneous	Not Specified	Anorthosite	883	813	K		hargrave 2020-09-03 10:53:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Beaver Bay Complex	AX18
AX18-3b		AX18-3										Igneous:Intrusive	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
AX18-3b		AX18-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
AX18-3b		AX18-3										Intrusive:Igneous	Not Specified	Anorthosite				Yiming Zhang				This study	LP-NOMAG	g			Beaver Bay Complex	AX18
