tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
	Beaver Bay Complex				Ma	This study	
>>>>>>>>>>
tab	locations
location	age	age_high	age_low	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay Complex	1091.83	1092.04	1091.62	Ma	47.2	47.2	268.6	268.6	Igneous:Intrusive	Anorthosite	Outcrop		This study
>>>>>>>>>>
tab	measurements
measurement	specimen	experiment	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
AX13-6b_LP-DIR-T-902	AX13-6b	AX13-6b_LP-DIR-T	5.4	129.4	-42.6	0	0	0	0	23	854	This study	hargrave 2019-11-03 11:11:42	LT-T-Z:LP-DIR-T	g	902	u	8	273			pmagpy-4.2.24-1	3.72e-08	1.9600000000000003e-09	2.7699999999999997e-09	1.02e-09
AX13-6b_LP-DIR-T-903	AX13-6b	AX13-6b_LP-DIR-T	3.5	128.7	-41.4	0	0	0	0	24	858	This study	hargrave 2019-11-03 17:25:42	LT-T-Z:LP-DIR-T	g	903	u	8	273			pmagpy-4.2.24-1	3.8100000000000004e-08	1.51e-09	1.6e-09	9.79e-10
AX13-6b_LP-DIR-T-904	AX13-6b	AX13-6b_LP-DIR-T	4.9	127.9	-43.3	0	0	0	0	25	873	This study	hargrave 2019-11-15 15:41:07	LT-T-Z:LP-DIR-T	g	904	u	8	273			pmagpy-4.2.24-1	3.01e-08	1.4000000000000001e-09	1.9699999999999996e-09	9.66e-10
AX13-6b_LP-DIR-T-905	AX13-6b	AX13-6b_LP-DIR-T	3.4	133.8	-42.2	0	0	0	0	26	888	This study	hargrave 2019-11-16 10:44:17	LT-T-Z:LP-DIR-T	g	905	u	8	273			pmagpy-4.2.24-1	2.73e-08	5.68e-10	1.4300000000000002e-09	7.23e-10
AX13-6b_LP-DIR-T-906	AX13-6b	AX13-6b_LP-DIR-T	6.2	138.5	-40.2	0	0	0	0	27	903	This study	hargrave 2019-11-16 17:17:22	LT-T-Z:LP-DIR-T	g	906	u	8	273			pmagpy-4.2.24-1	2.64e-08	2.43e-09	1.45e-09	8.069999999999999e-10
AX13-6b_LP-DIR-T-907	AX13-6b	AX13-6b_LP-DIR-T	1.9	130.2	-40.5	0	0	0	0	28	918	This study	hargrave 2019-11-23 17:08:36	LT-T-Z:LP-DIR-T	g	907	u	8	273			pmagpy-4.2.24-1	1.84e-08	2.0799999999999998e-10	4.3499999999999995e-10	4.79e-10
AX13-6b_LP-DIR-T-908	AX13-6b	AX13-6b_LP-DIR-T	4.5	129.0	-38.3	0	0	0	0	29	933	This study	hargrave 2019-12-01 14:37:19	LT-T-Z:LP-DIR-T	g	908	u	8	273			pmagpy-4.2.24-1	1.1499999999999999e-08	5.24e-10	6.51e-10	3.9699999999999997e-10
AX13-6b_LP-DIR-T-909	AX13-6b	AX13-6b_LP-DIR-T	1.7	65.1	-60.1	0	0	0	0	30	948	This study	hargrave 2019-12-02 13:05:46	LT-T-Z:LP-DIR-T	g	909	u	8	273			pmagpy-4.2.24-1	2.13e-09	3.5399999999999995e-11	4.01e-11	3.24e-11
AX13-6b_LP-DIR-T-910	AX13-6b	AX13-6b_LP-DIR-T	6.1	161.3	-20.6	0	0	0	0	31	958	This study	hargrave 2019-12-06 15:26:30	LT-T-Z:LP-DIR-T	g	910	u	8	273			pmagpy-4.2.24-1	8.93e-10	2.5500000000000002e-11	9.26e-11	9.669999999999999e-12
AX13-7b_LP-DIR-T-911	AX13-7b	AX13-7b_LP-DIR-T	1	119.3	-46.9	0	0	0	0	0	273	This study	hargrave 2019-09-13 19:02:22	LT-NO:LP-DIR-T	g	911	u	8	273			pmagpy-4.2.24-1	4.0899999999999997e-07	3.5200000000000007e-09	3.87e-09	4.64e-09
AX13-7b_LP-DIR-T-912	AX13-7b	AX13-7b_LP-DIR-T	2.3	121.8	-46.1	0	0	0	0	1	373	This study	hargrave 2019-09-20 14:50:17	LT-T-Z:LP-DIR-T	g	912	u	8	273			pmagpy-4.2.24-1	4.1e-07	1.38e-08	9.350000000000001e-09	2.02e-09
AX13-7b_LP-DIR-T-913	AX13-7b	AX13-7b_LP-DIR-T	1.5	125.8	-45.3	0	0	0	0	2	423	This study	hargrave 2019-09-21 12:51:59	LT-T-Z:LP-DIR-T	g	913	u	8	273			pmagpy-4.2.24-1	4.0899999999999997e-07	9.03e-09	3.8200000000000005e-09	4.220000000000001e-09
AX13-7b_LP-DIR-T-914	AX13-7b	AX13-7b_LP-DIR-T	1	122.8	-45.2	0	0	0	0	3	473	This study	hargrave 2019-09-21 18:33:33	LT-T-Z:LP-DIR-T	g	914	u	8	273			pmagpy-4.2.24-1	4.1e-07	5.07e-09	4.0999999999999995e-09	3.360000000000001e-09
AX13-7b_LP-DIR-T-915	AX13-7b	AX13-7b_LP-DIR-T	2.9	122.2	-45.6	0	0	0	0	4	523	This study	hargrave 2019-09-22 15:51:34	LT-T-Z:LP-DIR-T	g	915	u	8	273			pmagpy-4.2.24-1	4.0700000000000003e-07	1.79e-08	9.82e-09	2.9399999999999998e-09
AX13-7b_LP-DIR-T-916	AX13-7b	AX13-7b_LP-DIR-T	4.2	123.7	-46.5	0	0	0	0	5	573	This study	hargrave 2019-09-27 13:59:26	LT-T-Z:LP-DIR-T	g	916	u	8	273			pmagpy-4.2.24-1	4.03e-07	2.62e-08	1.22e-08	5.390000000000001e-09
AX13-7b_LP-DIR-T-917	AX13-7b	AX13-7b_LP-DIR-T	5.9	122.1	-45.2	0	0	0	0	6	623	This study	hargrave 2019-09-28 11:04:19	LT-T-Z:LP-DIR-T	g	917	u	8	273			pmagpy-4.2.24-1	3.97e-07	3.73e-08	1.6e-08	5.820000000000001e-09
AX13-7b_LP-DIR-T-918	AX13-7b	AX13-7b_LP-DIR-T	3.7	117.5	-45.1	0	0	0	0	7	673	This study	hargrave 2019-09-28 18:05:03	LT-T-Z:LP-DIR-T	g	918	u	8	273			pmagpy-4.2.24-1	3.9e-07	2.29e-08	1e-08	2.2899999999999997e-09
AX13-7b_LP-DIR-T-919	AX13-7b	AX13-7b_LP-DIR-T	4.5	120.1	-45.3	0	0	0	0	8	723	This study	hargrave 2019-09-29 15:38:05	LT-T-Z:LP-DIR-T	g	919	u	8	273			pmagpy-4.2.24-1	3.7299999999999997e-07	2.63e-08	1.25e-08	2.52e-09
AX13-7b_LP-DIR-T-920	AX13-7b	AX13-7b_LP-DIR-T	4.1	120.4	-46.5	0	0	0	0	9	748	This study	hargrave 2019-10-04 13:04:16	LT-T-Z:LP-DIR-T	g	920	u	8	273			pmagpy-4.2.24-1	3.61e-07	2.4300000000000003e-08	4.98e-09	8.1e-09
AX13-7b_LP-DIR-T-921	AX13-7b	AX13-7b_LP-DIR-T	7.4	117.8	-46.4	0	0	0	0	10	773	This study	hargrave 2019-10-04 19:37:05	LT-T-Z:LP-DIR-T	g	921	u	8	273			pmagpy-4.2.24-1	3.34e-07	4.04e-08	1.5e-08	5.489999999999999e-09
AX13-7b_LP-DIR-T-922	AX13-7b	AX13-7b_LP-DIR-T	5.7	117.8	-46.2	0	0	0	0	11	793	This study	hargrave 2019-10-06 12:27:31	LT-T-Z:LP-DIR-T	g	922	u	8	273			pmagpy-4.2.24-1	2.98e-07	2.7799999999999997e-08	9.29e-09	4.83e-09
AX13-7b_LP-DIR-T-923	AX13-7b	AX13-7b_LP-DIR-T	4	119.0	-47	0	0	0	0	12	813	This study	hargrave 2019-10-06 18:51:26	LT-T-Z:LP-DIR-T	g	923	u	8	273			pmagpy-4.2.24-1	1.56e-07	1.03e-08	3.11e-09	2.39e-09
AX13-7b_LP-DIR-T-924	AX13-7b	AX13-7b_LP-DIR-T	4.5	118.7	-46.8	0	0	0	0	13	818	This study	hargrave 2019-10-14 15:21:40	LT-T-Z:LP-DIR-T	g	924	u	8	273			pmagpy-4.2.24-1	1.47e-07	1.07e-08	3.16e-09	2.58e-09
AX13-7b_LP-DIR-T-925	AX13-7b	AX13-7b_LP-DIR-T	4.7	114.4	-47	0	0	0	0	14	823	This study	hargrave 2019-10-19 13:55:13	LT-T-Z:LP-DIR-T	g	925	u	8	273			pmagpy-4.2.24-1	1.24e-07	9.690000000000001e-09	2.51e-09	1.6300000000000002e-09
AX13-7b_LP-DIR-T-926	AX13-7b	AX13-7b_LP-DIR-T	2.5	119.3	-46	0	0	0	0	15	828	This study	hargrave 2019-10-20 11:01:58	LT-T-Z:LP-DIR-T	g	926	u	8	273			pmagpy-4.2.24-1	9.75e-08	4e-09	1.1199999999999999e-09	1.25e-09
AX13-7b_LP-DIR-T-927	AX13-7b	AX13-7b_LP-DIR-T	1.9	120.2	-45.8	0	0	0	0	16	833	This study	hargrave 2019-10-20 17:42:44	LT-T-Z:LP-DIR-T	g	927	u	8	273			pmagpy-4.2.24-1	9.519999999999999e-08	2.8399999999999997e-09	1.09e-09	1.1199999999999999e-09
AX13-7b_LP-DIR-T-928	AX13-7b	AX13-7b_LP-DIR-T	3.2	113.6	-45.6	0	0	0	0	17	838	This study	hargrave 2019-10-21 12:46:05	LT-T-Z:LP-DIR-T	g	928	u	8	273			pmagpy-4.2.24-1	7.83e-08	4.13e-09	9.37e-10	1.1e-09
AX13-7b_LP-DIR-T-929	AX13-7b	AX13-7b_LP-DIR-T	2.8	118.9	-43.7	0	0	0	0	18	841	This study	hargrave 2019-10-21 19:27:48	LT-T-Z:LP-DIR-T	g	929	u	8	273			pmagpy-4.2.24-1	6.01e-08	2.6600000000000003e-09	1.16e-09	3.6000000000000005e-10
AX13-7b_LP-DIR-T-930	AX13-7b	AX13-7b_LP-DIR-T	7	119.2	-43.9	0	0	0	0	19	843	This study	hargrave 2019-10-25 16:20:33	LT-T-Z:LP-DIR-T	g	930	u	8	273			pmagpy-4.2.24-1	5.84e-08	6.53e-09	2.7600000000000004e-09	7.22e-10
AX13-7b_LP-DIR-T-931	AX13-7b	AX13-7b_LP-DIR-T	7.4	120.9	-44	0	0	0	0	20	848	This study	hargrave 2019-10-26 10:50:09	LT-T-Z:LP-DIR-T	g	931	u	8	273			pmagpy-4.2.24-1	3.95e-08	4.62e-09	2.09e-09	7.480000000000001e-10
AX13-7b_LP-DIR-T-932	AX13-7b	AX13-7b_LP-DIR-T	3.7	125.3	-43.4	0	0	0	0	21	850	This study	hargrave 2019-11-01 15:07:52	LT-T-Z:LP-DIR-T	g	932	u	8	273			pmagpy-4.2.24-1	3.7e-08	2.18e-09	9.71e-10	5.200000000000001e-10
AX13-7b_LP-DIR-T-933	AX13-7b	AX13-7b_LP-DIR-T	5.2	123.6	-42.5	0	0	0	0	22	852	This study	hargrave 2019-11-02 12:54:36	LT-T-Z:LP-DIR-T	g	933	u	8	273			pmagpy-4.2.24-1	3.18e-08	2.49e-09	1.4400000000000002e-09	3.11e-10
AX13-7b_LP-DIR-T-934	AX13-7b	AX13-7b_LP-DIR-T	4.4	123.8	-42.3	0	0	0	0	23	854	This study	hargrave 2019-11-03 11:16:07	LT-T-Z:LP-DIR-T	g	934	u	8	273			pmagpy-4.2.24-1	2.66e-08	1.8e-09	8.96e-10	4.19e-10
AX13-7b_LP-DIR-T-935	AX13-7b	AX13-7b_LP-DIR-T	6.5	121.8	-41.1	0	0	0	0	24	858	This study	hargrave 2019-11-03 17:29:20	LT-T-Z:LP-DIR-T	g	935	u	8	273			pmagpy-4.2.24-1	2.64e-08	2.21e-09	2.3e-09	3.7900000000000004e-10
AX13-7b_LP-DIR-T-936	AX13-7b	AX13-7b_LP-DIR-T	6.1	121.7	-42.5	0	0	0	0	25	873	This study	hargrave 2019-11-15 15:43:54	LT-T-Z:LP-DIR-T	g	936	u	8	273			pmagpy-4.2.24-1	2.2999999999999998e-08	2.21e-09	1.0300000000000002e-09	3.13e-10
AX13-7b_LP-DIR-T-937	AX13-7b	AX13-7b_LP-DIR-T	6.5	123.1	-42.7	0	0	0	0	26	888	This study	hargrave 2019-11-16 10:47:07	LT-T-Z:LP-DIR-T	g	937	u	8	273			pmagpy-4.2.24-1	2.23e-08	2.25e-09	1.14e-09	3.1600000000000005e-10
AX13-7b_LP-DIR-T-938	AX13-7b	AX13-7b_LP-DIR-T	3	115.6	-40.6	0	0	0	0	27	903	This study	hargrave 2019-11-16 17:22:34	LT-T-Z:LP-DIR-T	g	938	u	8	273			pmagpy-4.2.24-1	2.1e-08	1.0499999999999999e-09	3.2399999999999997e-10	2.6100000000000003e-10
AX13-7b_LP-DIR-T-939	AX13-7b	AX13-7b_LP-DIR-T	5.3	125.8	-39.6	0	0	0	0	28	918	This study	hargrave 2019-11-23 17:11:26	LT-T-Z:LP-DIR-T	g	939	u	8	273			pmagpy-4.2.24-1	1.6100000000000002e-08	1.3300000000000002e-09	6.650000000000001e-10	2.7000000000000005e-10
AX13-7b_LP-DIR-T-940	AX13-7b	AX13-7b_LP-DIR-T	5.5	123.3	-41.4	0	0	0	0	29	933	This study	hargrave 2019-12-01 14:40:08	LT-T-Z:LP-DIR-T	g	940	u	8	273			pmagpy-4.2.24-1	8.87e-09	7.54e-10	3.95e-10	7.109999999999999e-11
AX13-7b_LP-DIR-T-941	AX13-7b	AX13-7b_LP-DIR-T	6.7	77.0	-31.3	0	0	0	0	30	948	This study	hargrave 2019-12-02 13:08:36	LT-T-Z:LP-DIR-T	g	941	u	8	273			pmagpy-4.2.24-1	9.16e-10	1.0699999999999999e-10	1.76e-11	9.33e-12
AX13-7b_LP-DIR-T-942	AX13-7b	AX13-7b_LP-DIR-T	4.7	156.0	22.2	0	0	0	0	31	958	This study	hargrave 2019-12-06 15:29:18	LT-T-Z:LP-DIR-T	g	942	u	8	273			pmagpy-4.2.24-1	1.0400000000000001e-09	2.14e-11	7.509999999999999e-11	4.0000000000000004e-11
AX13-8b_LP-DIR-T-943	AX13-8b	AX13-8b_LP-DIR-T	0.5	171.4	-37.2	0	0	0	0	0	273	This study	hargrave 2019-09-13 19:03:51	LT-NO:LP-DIR-T	g	943	u	8	273			pmagpy-4.2.24-1	8.84e-07	5.920000000000001e-09	4.8100000000000006e-09	3.829999999999999e-09
AX13-8b_LP-DIR-T-944	AX13-8b	AX13-8b_LP-DIR-T	1.5	166.0	-37.1	0	0	0	0	1	373	This study	hargrave 2019-09-20 14:51:30	LT-T-Z:LP-DIR-T	g	944	u	8	273			pmagpy-4.2.24-1	8.86e-07	9.670000000000002e-09	2.0699999999999997e-08	4.770000000000001e-09
AX13-8b_LP-DIR-T-945	AX13-8b	AX13-8b_LP-DIR-T	0.8	171.3	-37.1	0	0	0	0	2	423	This study	hargrave 2019-09-21 12:53:18	LT-T-Z:LP-DIR-T	g	945	u	8	273			pmagpy-4.2.24-1	8.86e-07	4.11e-09	1.03e-08	5.18e-09
AX13-8b_LP-DIR-T-946	AX13-8b	AX13-8b_LP-DIR-T	0.7	170.3	-37.1	0	0	0	0	3	473	This study	hargrave 2019-09-21 18:34:50	LT-T-Z:LP-DIR-T	g	946	u	8	273			pmagpy-4.2.24-1	8.85e-07	6.7900000000000016e-09	9.41e-09	4.3e-09
AX13-8b_LP-DIR-T-947	AX13-8b	AX13-8b_LP-DIR-T	1.8	167.6	-37.3	0	0	0	0	4	523	This study	hargrave 2019-09-22 15:52:56	LT-T-Z:LP-DIR-T	g	947	u	8	273			pmagpy-4.2.24-1	8.790000000000002e-07	4.7499999999999995e-09	2.5899999999999997e-08	7.73e-09
AX13-8b_LP-DIR-T-948	AX13-8b	AX13-8b_LP-DIR-T	1.1	171.0	-37.3	0	0	0	0	5	573	This study	hargrave 2019-09-27 14:01:02	LT-T-Z:LP-DIR-T	g	948	u	8	273			pmagpy-4.2.24-1	8.77e-07	4.49e-09	1.6399999999999998e-08	4.0600000000000005e-09
AX13-8b_LP-DIR-T-949	AX13-8b	AX13-8b_LP-DIR-T	2.1	171.8	-37.4	0	0	0	0	6	623	This study	hargrave 2019-09-28 11:05:34	LT-T-Z:LP-DIR-T	g	949	u	8	273			pmagpy-4.2.24-1	8.690000000000002e-07	6.18e-09	3.12e-08	4.18e-09
AX13-8b_LP-DIR-T-950	AX13-8b	AX13-8b_LP-DIR-T	2.2	172.2	-37.5	0	0	0	0	7	673	This study	hargrave 2019-09-28 18:06:23	LT-T-Z:LP-DIR-T	g	950	u	8	273			pmagpy-4.2.24-1	8.55e-07	1.3e-08	2.8999999999999998e-08	1.02e-08
AX13-8b_LP-DIR-T-951	AX13-8b	AX13-8b_LP-DIR-T	1.6	170.6	-37.4	0	0	0	0	8	723	This study	hargrave 2019-09-29 15:39:20	LT-T-Z:LP-DIR-T	g	951	u	8	273			pmagpy-4.2.24-1	8.27e-07	6.34e-09	1.98e-08	9.83e-09
AX13-8b_LP-DIR-T-952	AX13-8b	AX13-8b_LP-DIR-T	2.2	170.5	-37.6	0	0	0	0	9	748	This study	hargrave 2019-10-04 13:05:50	LT-T-Z:LP-DIR-T	g	952	u	8	273			pmagpy-4.2.24-1	8.06e-07	1.29e-08	2.57e-08	1.06e-08
AX13-8b_LP-DIR-T-953	AX13-8b	AX13-8b_LP-DIR-T	2.4	170.4	-38	0	0	0	0	10	773	This study	hargrave 2019-10-04 19:39:26	LT-T-Z:LP-DIR-T	g	953	u	8	273			pmagpy-4.2.24-1	7.48e-07	1.3400000000000001e-08	2.63e-08	9.12e-09
AX13-8b_LP-DIR-T-954	AX13-8b	AX13-8b_LP-DIR-T	2.5	167.4	-38.3	0	0	0	0	11	793	This study	hargrave 2019-10-06 12:29:51	LT-T-Z:LP-DIR-T	g	954	u	8	273			pmagpy-4.2.24-1	6.82e-07	1.32e-08	2.5899999999999997e-08	8.07e-09
AX13-8b_LP-DIR-T-955	AX13-8b	AX13-8b_LP-DIR-T	1.5	165.9	-38.4	0	0	0	0	12	813	This study	hargrave 2019-10-06 18:53:48	LT-T-Z:LP-DIR-T	g	955	u	8	273			pmagpy-4.2.24-1	3.6200000000000004e-07	5.61e-09	7.120000000000002e-09	3.4899999999999997e-09
AX13-8b_LP-DIR-T-956	AX13-8b	AX13-8b_LP-DIR-T	3.4	164.4	-38.7	0	0	0	0	13	818	This study	hargrave 2019-10-14 15:23:13	LT-T-Z:LP-DIR-T	g	956	u	8	273			pmagpy-4.2.24-1	3.34e-07	4.21e-09	1.8999999999999998e-08	2.17e-09
AX13-8b_LP-DIR-T-957	AX13-8b	AX13-8b_LP-DIR-T	2.8	167.1	-38.4	0	0	0	0	14	823	This study	hargrave 2019-10-19 13:56:47	LT-T-Z:LP-DIR-T	g	957	u	8	273			pmagpy-4.2.24-1	2.2699999999999998e-07	3.78e-09	1.03e-08	1.45e-09
AX13-8b_LP-DIR-T-958	AX13-8b	AX13-8b_LP-DIR-T	2	169.3	-37.6	0	0	0	0	15	828	This study	hargrave 2019-10-20 11:03:30	LT-T-Z:LP-DIR-T	g	958	u	8	273			pmagpy-4.2.24-1	1.42e-07	1.31e-09	4.84e-09	7.18e-10
AX13-8b_LP-DIR-T-959	AX13-8b	AX13-8b_LP-DIR-T	0.9	164.8	-37.3	0	0	0	0	16	833	This study	hargrave 2019-10-20 17:44:16	LT-T-Z:LP-DIR-T	g	959	u	8	273			pmagpy-4.2.24-1	1.2199999999999998e-07	9.58e-10	1.11e-09	1.4699999999999999e-09
AX13-8b_LP-DIR-T-960	AX13-8b	AX13-8b_LP-DIR-T	4.3	162.5	-36.8	0	0	0	0	17	838	This study	hargrave 2019-10-21 12:47:39	LT-T-Z:LP-DIR-T	g	960	u	8	273			pmagpy-4.2.24-1	9.039999999999999e-08	1.18e-09	6.579999999999999e-09	1.57e-09
AX13-8b_LP-DIR-T-961	AX13-8b	AX13-8b_LP-DIR-T	1.4	168.6	-35	0	0	0	0	18	841	This study	hargrave 2019-10-21 19:29:20	LT-T-Z:LP-DIR-T	g	961	u	8	273			pmagpy-4.2.24-1	5.71e-08	1.1e-09	3.13e-10	9.760000000000001e-10
AX13-8b_LP-DIR-T-962	AX13-8b	AX13-8b_LP-DIR-T	4.3	169.0	-34.7	0	0	0	0	19	843	This study	hargrave 2019-10-25 16:22:06	LT-T-Z:LP-DIR-T	g	962	u	8	273			pmagpy-4.2.24-1	5.2300000000000005e-08	1.06e-09	3.85e-09	2.66e-10
AX13-8b_LP-DIR-T-963	AX13-8b	AX13-8b_LP-DIR-T	3	164.5	-31	0	0	0	0	20	848	This study	hargrave 2019-10-26 10:51:42	LT-T-Z:LP-DIR-T	g	963	u	8	273			pmagpy-4.2.24-1	2.56e-08	9.53e-10	1.16e-09	2.34e-10
AX13-8b_LP-DIR-T-964	AX13-8b	AX13-8b_LP-DIR-T	4.1	164.5	-32.1	0	0	0	0	21	850	This study	hargrave 2019-11-01 15:09:25	LT-T-Z:LP-DIR-T	g	964	u	8	273			pmagpy-4.2.24-1	2.32e-08	8.73e-10	1.52e-09	4.74e-10
AX13-8b_LP-DIR-T-965	AX13-8b	AX13-8b_LP-DIR-T	4.8	165.3	-31.3	0	0	0	0	22	852	This study	hargrave 2019-11-02 12:56:08	LT-T-Z:LP-DIR-T	g	965	u	8	273			pmagpy-4.2.24-1	2.18e-08	6.88e-10	1.6800000000000004e-09	5.609999999999999e-10
AX13-8b_LP-DIR-T-966	AX13-8b	AX13-8b_LP-DIR-T	4	165.0	-31.5	0	0	0	0	23	854	This study	hargrave 2019-11-03 11:17:39	LT-T-Z:LP-DIR-T	g	966	u	8	273			pmagpy-4.2.24-1	1.63e-08	3.52e-10	9.91e-10	5.04e-10
AX13-8b_LP-DIR-T-967	AX13-8b	AX13-8b_LP-DIR-T	4.7	172.3	-30.3	0	0	0	0	24	858	This study	hargrave 2019-11-03 17:30:34	LT-T-Z:LP-DIR-T	g	967	u	8	273			pmagpy-4.2.24-1	1.65e-08	6.06e-10	1.2e-09	4.880000000000001e-10
AX13-8b_LP-DIR-T-968	AX13-8b	AX13-8b_LP-DIR-T	5	173.6	-27.4	0	0	0	0	25	873	This study	hargrave 2019-11-15 15:45:26	LT-T-Z:LP-DIR-T	g	968	u	8	273			pmagpy-4.2.24-1	1.24e-08	2.07e-10	9.669999999999999e-10	5.09e-10
AX13-8b_LP-DIR-T-969	AX13-8b	AX13-8b_LP-DIR-T	7.1	175.8	-26.2	0	0	0	0	26	888	This study	hargrave 2019-11-16 10:48:40	LT-T-Z:LP-DIR-T	g	969	u	8	273			pmagpy-4.2.24-1	9.44e-09	1.55e-10	1.09e-09	4.59e-10
AX13-8b_LP-DIR-T-970	AX13-8b	AX13-8b_LP-DIR-T	7.5	165.8	-24.9	0	0	0	0	27	903	This study	hargrave 2019-11-16 17:24:06	LT-T-Z:LP-DIR-T	g	970	u	8	273			pmagpy-4.2.24-1	8.28e-09	2.0799999999999998e-10	1.06e-09	2.1399999999999998e-10
AX13-8b_LP-DIR-T-971	AX13-8b	AX13-8b_LP-DIR-T	7.6	168.6	-24.3	0	0	0	0	28	918	This study	hargrave 2019-11-23 17:12:59	LT-T-Z:LP-DIR-T	g	971	u	8	273			pmagpy-4.2.24-1	6.759999999999998e-09	1.8399999999999998e-10	8.830000000000002e-10	6.8e-11
AX13-8b_LP-DIR-T-972	AX13-8b	AX13-8b_LP-DIR-T	5.4	176.8	-24	0	0	0	0	29	933	This study	hargrave 2019-12-01 14:41:40	LT-T-Z:LP-DIR-T	g	972	u	8	273			pmagpy-4.2.24-1	4.98e-09	8.6e-11	4.6399999999999995e-10	6.629999999999999e-11
AX13-8b_LP-DIR-T-973	AX13-8b	AX13-8b_LP-DIR-T	5	309.8	-55.8	0	0	0	0	30	948	This study	hargrave 2019-12-02 13:10:09	LT-T-Z:LP-DIR-T	g	973	u	8	273			pmagpy-4.2.24-1	6.18e-10	4.7400000000000006e-11	2.77e-11	1.0900000000000001e-11
AX13-8b_LP-DIR-T-974	AX13-8b	AX13-8b_LP-DIR-T	7	141.5	6.8	0	0	0	0	31	958	This study	hargrave 2019-12-06 15:30:51	LT-T-Z:LP-DIR-T	g	974	u	8	273			pmagpy-4.2.24-1	3.4700000000000004e-10	1.87e-11	4.1200000000000004e-11	2.16e-12
AX13-9b_LP-DIR-T-975	AX13-9b	AX13-9b_LP-DIR-T	1.2	144.5	-59.7	0	0	0	0	0	273	This study	hargrave 2019-09-13 19:05:23	LT-NO:LP-DIR-T	g	975	u	8	273			pmagpy-4.2.24-1	8.440000000000002e-07	3.87e-09	1.6e-08	6.14e-09
AX13-9b_LP-DIR-T-976	AX13-9b	AX13-9b_LP-DIR-T	1.4	155.4	-59.6	0	0	0	0	1	373	This study	hargrave 2019-09-20 14:52:45	LT-T-Z:LP-DIR-T	g	976	u	8	273			pmagpy-4.2.24-1	8.459999999999998e-07	1.8700000000000002e-08	5.5399999999999995e-09	8.5e-09
AX13-9b_LP-DIR-T-977	AX13-9b	AX13-9b_LP-DIR-T	1.1	147.5	-59.8	0	0	0	0	2	423	This study	hargrave 2019-09-21 12:54:31	LT-T-Z:LP-DIR-T	g	977	u	8	273			pmagpy-4.2.24-1	8.45e-07	1.01e-08	9.740000000000002e-09	8.3e-09
AX13-9b_LP-DIR-T-978	AX13-9b	AX13-9b_LP-DIR-T	1.7	145.6	-59.6	0	0	0	0	3	473	This study	hargrave 2019-09-21 18:36:07	LT-T-Z:LP-DIR-T	g	978	u	8	273			pmagpy-4.2.24-1	8.45e-07	2.12e-08	8.72e-09	9.56e-09
AX13-9b_LP-DIR-T-979	AX13-9b	AX13-9b_LP-DIR-T	1.5	143.3	-60.1	0	0	0	0	4	523	This study	hargrave 2019-09-22 15:54:11	LT-T-Z:LP-DIR-T	g	979	u	8	273			pmagpy-4.2.24-1	8.39e-07	1.07e-08	1.6399999999999998e-08	1.1000000000000001e-08
AX13-9b_LP-DIR-T-980	AX13-9b	AX13-9b_LP-DIR-T	1.9	147.2	-59.2	0	0	0	0	5	573	This study	hargrave 2019-09-27 14:02:35	LT-T-Z:LP-DIR-T	g	980	u	8	273			pmagpy-4.2.24-1	8.359999999999998e-07	8.85e-09	2.41e-08	9.229999999999999e-09
AX13-9b_LP-DIR-T-981	AX13-9b	AX13-9b_LP-DIR-T	1.7	144.6	-59.2	0	0	0	0	6	623	This study	hargrave 2019-09-28 11:06:47	LT-T-Z:LP-DIR-T	g	981	u	8	273			pmagpy-4.2.24-1	8.29e-07	7.13e-09	2.21e-08	7.92e-09
AX13-9b_LP-DIR-T-982	AX13-9b	AX13-9b_LP-DIR-T	2.2	140.3	-59.1	0	0	0	0	7	673	This study	hargrave 2019-09-28 18:07:38	LT-T-Z:LP-DIR-T	g	982	u	8	273			pmagpy-4.2.24-1	8.159999999999998e-07	6.54e-09	2.97e-08	8.36e-09
AX13-9b_LP-DIR-T-983	AX13-9b	AX13-9b_LP-DIR-T	1.9	146.3	-59.1	0	0	0	0	8	723	This study	hargrave 2019-09-29 15:40:33	LT-T-Z:LP-DIR-T	g	983	u	8	273			pmagpy-4.2.24-1	7.85e-07	2.3100000000000002e-08	5.2900000000000006e-09	9.470000000000001e-09
AX13-9b_LP-DIR-T-984	AX13-9b	AX13-9b_LP-DIR-T	1	142.3	-59.6	0	0	0	0	9	748	This study	hargrave 2019-10-04 13:07:19	LT-T-Z:LP-DIR-T	g	984	u	8	273			pmagpy-4.2.24-1	7.68e-07	2.9600000000000005e-09	1.1899999999999999e-08	4.3e-09
AX13-9b_LP-DIR-T-985	AX13-9b	AX13-9b_LP-DIR-T	2.4	141.7	-60.2	0	0	0	0	10	773	This study	hargrave 2019-10-04 19:40:55	LT-T-Z:LP-DIR-T	g	985	u	8	273			pmagpy-4.2.24-1	7.11e-07	1.89e-08	2.37e-08	2.97e-09
