tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
1092					Ma	This study	
>>>>>>>>>>
tab	locations
location	age	age_high	age_low	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay complex	1092	1091.83	1091.61	Ma	47.2	47.2	268.6	268.6	Igneous:Intrusive	Diabase	Outcrop		This study
>>>>>>>>>>
tab	measurements
measurement	specimen	experiment	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
BD14-2a_LP-DIR-T-1389	BD14-2a	BD14-2a_LP-DIR-T	0.5	200.3	12.3	0	0	0	0	2	573	This study	hargrave 2020-09-07 12:28:35	LT-T-Z:LP-DIR-T	g	1389	u	8	273			pmagpy-4.2.24-1	1.23e-06	2.87e-09	7.390000000000001e-09	7.0099999999999996e-09
BD14-2a_LP-DIR-T-1390	BD14-2a	BD14-2a_LP-DIR-T	0.5	198.4	14.8	0	0	0	0	3	573	This study	hargrave 2020-09-12 11:45:38	LT-T-Z:LP-DIR-T	g	1390	u	8	273			pmagpy-4.2.24-1	9.21e-07	2.9e-09	2.8300000000000004e-09	7.74e-09
BD14-2a_LP-DIR-T-1391	BD14-2a	BD14-2a_LP-DIR-T	2.8	200.0	16.8	0	0	0	0	4	623	This study	hargrave 2020-09-14 09:14:58	LT-T-Z:LP-DIR-T	g	1391	u	8	273			pmagpy-4.2.24-1	7.979999999999998e-07	1.25e-08	3.6600000000000003e-08	8.85e-09
BD14-2a_LP-DIR-T-1392	BD14-2a	BD14-2a_LP-DIR-T	0.6	196.6	18.2	0	0	0	0	5	673	This study	hargrave 2020-09-14 15:05:22	LT-T-Z:LP-DIR-T	g	1392	u	8	273			pmagpy-4.2.24-1	6.990000000000001e-07	1.2800000000000001e-09	2.9100000000000005e-09	6.2e-09
BD14-2a_LP-DIR-T-1393	BD14-2a	BD14-2a_LP-DIR-T	0.5	197.0	19.1	0	0	0	0	6	698	This study	hargrave 2020-09-15 11:30:52	LT-T-Z:LP-DIR-T	g	1393	u	8	273			pmagpy-4.2.24-1	6.32e-07	1.56e-09	2.6300000000000002e-09	4.74e-09
BD14-2a_LP-DIR-T-1394	BD14-2a	BD14-2a_LP-DIR-T	1.5	196.8	19.7	0	0	0	0	7	723	This study	hargrave 2020-09-16 13:54:16	LT-T-Z:LP-DIR-T	g	1394	u	8	273			pmagpy-4.2.24-1	5.86e-07	4.92e-09	1.44e-08	4.39e-09
BD14-2a_LP-DIR-T-1395	BD14-2a	BD14-2a_LP-DIR-T	1	196.1	20.4	0	0	0	0	8	748	This study	hargrave 2020-09-17 10:57:47	LT-T-Z:LP-DIR-T	g	1395	u	8	273			pmagpy-4.2.24-1	5.36e-07	2.12e-09	8.36e-09	3.939999999999999e-09
BD14-2a_LP-DIR-T-1396	BD14-2a	BD14-2a_LP-DIR-T	3.2	196.8	21.5	0	0	0	0	9	773	This study	hargrave 2020-09-17 19:11:17	LT-T-Z:LP-DIR-T	g	1396	u	8	273			pmagpy-4.2.24-1	4.7600000000000003e-07	9.07e-09	2.4700000000000003e-08	4.44e-09
BD14-2a_LP-DIR-T-1397	BD14-2a	BD14-2a_LP-DIR-T	1.7	194.2	23	0	0	0	0	10	793	This study	hargrave 2020-09-18 15:19:36	LT-T-Z:LP-DIR-T	g	1397	u	8	273			pmagpy-4.2.24-1	3.93e-07	9.379999999999999e-10	1.1100000000000002e-08	3.74e-09
BD14-2a_LP-DIR-T-1398	BD14-2a	BD14-2a_LP-DIR-T	0.8	191.6	24.5	0	0	0	0	11	803	This study	hargrave 2020-09-21 16:09:07	LT-T-Z:LP-DIR-T	g	1398	u	8	273			pmagpy-4.2.24-1	3.27e-07	1.3900000000000002e-09	3.1e-09	3.12e-09
BD14-2a_LP-DIR-T-1399	BD14-2a	BD14-2a_LP-DIR-T	2.6	188.0	28.4	0	0	0	0	12	813	This study	hargrave 2020-09-22 12:15:25	LT-T-Z:LP-DIR-T	g	1399	u	8	273			pmagpy-4.2.24-1	2.33e-07	1.26e-09	1.03e-08	2.0300000000000002e-09
BD14-2a_LP-DIR-T-1400	BD14-2a	BD14-2a_LP-DIR-T	0.9	185.3	31.1	0	0	0	0	13	818	This study	hargrave 2020-09-23 16:05:28	LT-T-Z:LP-DIR-T	g	1400	u	8	273			pmagpy-4.2.24-1	1.9e-07	1.46e-09	1.7399999999999996e-09	1.8600000000000002e-09
BD14-2a_LP-DIR-T-1401	BD14-2a	BD14-2a_LP-DIR-T	1	183.5	36.2	0	0	0	0	14	823	This study	hargrave 2020-09-24 12:33:38	LT-T-Z:LP-DIR-T	g	1401	u	8	273			pmagpy-4.2.24-1	1.5199999999999998e-07	1.4699999999999999e-09	1.99e-09	1.6e-09
BD14-2a_LP-DIR-T-1402	BD14-2a	BD14-2a_LP-DIR-T	1.1	177.2	37.2	0	0	0	0	15	829	This study	hargrave 2020-09-25 10:53:19	LT-T-Z:LP-DIR-T	g	1402	u	8	273			pmagpy-4.2.24-1	1.2e-07	1.07e-09	1.65e-09	1.4300000000000002e-09
BD14-2a_LP-DIR-T-1403	BD14-2a	BD14-2a_LP-DIR-T	2.5	178.4	38	0	0	0	0	16	834	This study	hargrave 2020-09-25 18:29:16	LT-T-Z:LP-DIR-T	g	1403	u	8	273			pmagpy-4.2.24-1	1.0199999999999999e-07	7.290000000000001e-10	4.34e-09	1.0400000000000001e-09
BD14-2a_LP-DIR-T-1404	BD14-2a	BD14-2a_LP-DIR-T	0.9	177.9	38.7	0	0	0	0	17	839	This study	hargrave 2020-09-28 13:20:44	LT-T-Z:LP-DIR-T	g	1404	u	8	273			pmagpy-4.2.24-1	9.16e-08	7.72e-10	1.18e-09	7.96e-10
BD14-2a_LP-DIR-T-1405	BD14-2a	BD14-2a_LP-DIR-T	1.2	167.6	41.5	0	0	0	0	18	843	This study	hargrave 2020-09-29 11:38:51	LT-T-Z:LP-DIR-T	g	1405	u	8	273			pmagpy-4.2.24-1	6.97e-08	1.46e-09	1.07e-09	3.7000000000000007e-10
BD14-2a_LP-DIR-T-1406	BD14-2a	BD14-2a_LP-DIR-T	3.3	174.3	47.2	0	0	0	0	19	848	This study	hargrave 2020-09-29 17:27:23	LT-T-Z:LP-DIR-T	g	1406	u	8	273			pmagpy-4.2.24-1	5.08e-08	7.99e-10	2.93e-09	5.08e-10
BD14-2a_LP-DIR-T-1407	BD14-2a	BD14-2a_LP-DIR-T	2.4	158.0	44.6	0	0	0	0	20	853	This study	hargrave 2020-09-30 13:00:07	LT-T-Z:LP-DIR-T	g	1407	u	8	273			pmagpy-4.2.24-1	3.76e-08	9.139999999999999e-10	1.6899999999999995e-09	6.22e-10
BD14-2a_LP-DIR-T-1408	BD14-2a	BD14-2a_LP-DIR-T	3.9	181.0	51.8	0	0	0	0	21	863	This study	hargrave 2020-09-30 19:20:10	LT-T-Z:LP-DIR-T	g	1408	u	8	273			pmagpy-4.2.24-1	2.2200000000000004e-08	1.0300000000000002e-09	1.4699999999999999e-09	7.630000000000001e-10
BD14-2a_LP-DIR-T-1409	BD14-2a	BD14-2a_LP-DIR-T	4.5	149.1	52.3	0	0	0	0	22	873	This study	hargrave 2020-10-01 13:40:38	LT-T-Z:LP-DIR-T	g	1409	u	8	273			pmagpy-4.2.24-1	1.85e-08	3.13e-10	1.6899999999999995e-09	6.149999999999999e-10
BD14-2a_LP-DIR-T-1410	BD14-2a	BD14-2a_LP-DIR-T	7.6	287.8	-0	0	0	0	0	23	893	This study	hargrave 2020-10-02 12:27:38	LT-T-Z:LP-DIR-T	g	1410	u	8	273			pmagpy-4.2.24-1	7.7e-09	9.69e-10	9.919999999999999e-10	7.610000000000001e-10
BD14-3a_LP-DIR-T-1411	BD14-3a	BD14-3a_LP-DIR-T	1.9	212.0	26.5	0	0	0	0	0	273	This study	hargrave 2020-09-03 18:38:05	LT-NO:LP-DIR-T	g	1411	u	8	273			pmagpy-4.2.24-1	3.2e-06	1.37e-08	6.15e-08	8.5e-08
BD14-3a_LP-DIR-T-1412	BD14-3a	BD14-3a_LP-DIR-T	2.3	215.4	26.7	0	0	0	0	1	423	This study	hargrave 2020-09-04 15:10:53	LT-T-Z:LP-DIR-T	g	1412	u	8	273			pmagpy-4.2.24-1	2.93e-06	1.02e-08	8.56e-08	7.690000000000001e-08
BD14-3a_LP-DIR-T-1413	BD14-3a	BD14-3a_LP-DIR-T	2.4	216.7	26.7	0	0	0	0	2	573	This study	hargrave 2020-09-07 12:32:16	LT-T-Z:LP-DIR-T	g	1413	u	8	273			pmagpy-4.2.24-1	2.88e-06	4.1399999999999994e-08	1e-07	5.24e-08
BD14-3a_LP-DIR-T-1414	BD14-3a	BD14-3a_LP-DIR-T	1.2	215.7	27.9	0	0	0	0	3	573	This study	hargrave 2020-09-12 11:48:46	LT-T-Z:LP-DIR-T	g	1414	u	8	273			pmagpy-4.2.24-1	2.15e-06	2.4300000000000003e-08	1.08e-08	3.73e-08
BD14-3a_LP-DIR-T-1415	BD14-3a	BD14-3a_LP-DIR-T	1.4	216.8	29.5	0	0	0	0	4	623	This study	hargrave 2020-09-14 09:18:47	LT-T-Z:LP-DIR-T	g	1415	u	8	273			pmagpy-4.2.24-1	1.87e-06	1.33e-08	3.76e-08	2.3500000000000002e-08
BD14-3a_LP-DIR-T-1416	BD14-3a	BD14-3a_LP-DIR-T	1.6	215.4	30	0	0	0	0	5	673	This study	hargrave 2020-09-14 15:09:02	LT-T-Z:LP-DIR-T	g	1416	u	8	273			pmagpy-4.2.24-1	1.6e-06	1.29e-08	3.5699999999999995e-08	2.17e-08
BD14-3a_LP-DIR-T-1417	BD14-3a	BD14-3a_LP-DIR-T	3.4	216.7	30.5	0	0	0	0	6	698	This study	hargrave 2020-09-15 11:34:32	LT-T-Z:LP-DIR-T	g	1417	u	8	273			pmagpy-4.2.24-1	1.42e-06	3.9700000000000005e-08	7.089999999999999e-08	2.02e-08
BD14-3a_LP-DIR-T-1418	BD14-3a	BD14-3a_LP-DIR-T	1.7	216.4	30.8	0	0	0	0	7	723	This study	hargrave 2020-09-16 13:58:50	LT-T-Z:LP-DIR-T	g	1418	u	8	273			pmagpy-4.2.24-1	1.29e-06	9.420000000000001e-09	3.1299999999999996e-08	2.0499999999999998e-08
BD14-3a_LP-DIR-T-1419	BD14-3a	BD14-3a_LP-DIR-T	1.7	215.5	31.1	0	0	0	0	8	748	This study	hargrave 2020-09-17 11:02:13	LT-T-Z:LP-DIR-T	g	1419	u	8	273			pmagpy-4.2.24-1	1.16e-06	5.13e-09	2.65e-08	2.12e-08
BD14-3a_LP-DIR-T-1420	BD14-3a	BD14-3a_LP-DIR-T	3.5	210.8	31.7	0	0	0	0	9	773	This study	hargrave 2020-09-17 19:14:57	LT-T-Z:LP-DIR-T	g	1420	u	8	273			pmagpy-4.2.24-1	9.87e-07	4.059999999999999e-08	3.95e-08	2.2999999999999998e-08
BD14-3a_LP-DIR-T-1421	BD14-3a	BD14-3a_LP-DIR-T	2.8	215.2	32.3	0	0	0	0	10	793	This study	hargrave 2020-09-18 15:23:15	LT-T-Z:LP-DIR-T	g	1421	u	8	273			pmagpy-4.2.24-1	7.540000000000002e-07	9.429999999999999e-09	3.23e-08	1.6100000000000002e-08
BD14-3a_LP-DIR-T-1422	BD14-3a	BD14-3a_LP-DIR-T	4.2	216.3	33.9	0	0	0	0	11	803	This study	hargrave 2020-09-21 16:12:53	LT-T-Z:LP-DIR-T	g	1422	u	8	273			pmagpy-4.2.24-1	5.99e-07	1.77e-08	3.78e-08	1.26e-08
BD14-3a_LP-DIR-T-1423	BD14-3a	BD14-3a_LP-DIR-T	2.5	213.8	35.5	0	0	0	0	12	813	This study	hargrave 2020-09-22 12:19:05	LT-T-Z:LP-DIR-T	g	1423	u	8	273			pmagpy-4.2.24-1	3.98e-07	3.9299999999999995e-09	1.47e-08	8.370000000000001e-09
BD14-3a_LP-DIR-T-1424	BD14-3a	BD14-3a_LP-DIR-T	1.7	216.2	37.1	0	0	0	0	13	818	This study	hargrave 2020-09-23 16:09:55	LT-T-Z:LP-DIR-T	g	1424	u	8	273			pmagpy-4.2.24-1	3.2200000000000005e-07	2.9600000000000005e-09	5.71e-09	6.920000000000002e-09
BD14-3a_LP-DIR-T-1425	BD14-3a	BD14-3a_LP-DIR-T	2.1	212.4	39.3	0	0	0	0	14	823	This study	hargrave 2020-09-24 12:37:20	LT-T-Z:LP-DIR-T	g	1425	u	8	273			pmagpy-4.2.24-1	2.39e-07	3.02e-09	6.690000000000001e-09	5.34e-09
BD14-3a_LP-DIR-T-1426	BD14-3a	BD14-3a_LP-DIR-T	1.7	215.1	38.9	0	0	0	0	15	829	This study	hargrave 2020-09-25 10:57:45	LT-T-Z:LP-DIR-T	g	1426	u	8	273			pmagpy-4.2.24-1	1.8399999999999998e-07	2.0600000000000003e-09	3.379999999999999e-09	3.829999999999999e-09
BD14-3a_LP-DIR-T-1427	BD14-3a	BD14-3a_LP-DIR-T	1.6	212.7	37.8	0	0	0	0	16	834	This study	hargrave 2020-09-25 18:33:39	LT-T-Z:LP-DIR-T	g	1427	u	8	273			pmagpy-4.2.24-1	1.49e-07	2.26e-09	2.0300000000000002e-09	2.8899999999999997e-09
BD14-3a_LP-DIR-T-1428	BD14-3a	BD14-3a_LP-DIR-T	2	216.0	42.8	0	0	0	0	17	839	This study	hargrave 2020-09-28 13:24:23	LT-T-Z:LP-DIR-T	g	1428	u	8	273			pmagpy-4.2.24-1	1.33e-07	7.779999999999999e-10	4.26e-09	1.71e-09
BD14-3a_LP-DIR-T-1429	BD14-3a	BD14-3a_LP-DIR-T	1.2	217.7	43.3	0	0	0	0	18	843	This study	hargrave 2020-09-29 11:41:59	LT-T-Z:LP-DIR-T	g	1429	u	8	273			pmagpy-4.2.24-1	8.890000000000002e-08	1.16e-09	1.3699999999999998e-09	1.19e-09
BD14-3a_LP-DIR-T-1430	BD14-3a	BD14-3a_LP-DIR-T	1.4	217.7	48.3	0	0	0	0	19	848	This study	hargrave 2020-09-29 17:30:27	LT-T-Z:LP-DIR-T	g	1430	u	8	273			pmagpy-4.2.24-1	6.88e-08	1.16e-09	1.3300000000000002e-09	5.07e-10
BD14-3a_LP-DIR-T-1431	BD14-3a	BD14-3a_LP-DIR-T	2.7	216.2	41.8	0	0	0	0	20	853	This study	hargrave 2020-09-30 13:03:12	LT-T-Z:LP-DIR-T	g	1431	u	8	273			pmagpy-4.2.24-1	5.84e-08	1.06e-09	2.54e-09	6.660000000000001e-10
BD14-3a_LP-DIR-T-1432	BD14-3a	BD14-3a_LP-DIR-T	3.4	201.9	52.2	0	0	0	0	21	863	This study	hargrave 2020-09-30 19:23:10	LT-T-Z:LP-DIR-T	g	1432	u	8	273			pmagpy-4.2.24-1	4.23e-08	6.92e-10	2.38e-09	6.03e-10
BD14-3a_LP-DIR-T-1433	BD14-3a	BD14-3a_LP-DIR-T	2.8	208.0	67.9	0	0	0	0	22	873	This study	hargrave 2020-10-01 13:44:19	LT-T-Z:LP-DIR-T	g	1433	u	8	273			pmagpy-4.2.24-1	3.09e-08	2.71e-10	1.4099999999999999e-09	4.6199999999999996e-10
BD14-3a_LP-DIR-T-1434	BD14-3a	BD14-3a_LP-DIR-T	4.8	219.4	25.8	0	0	0	0	23	893	This study	hargrave 2020-10-02 12:28:50	LT-T-Z:LP-DIR-T	g	1434	u	8	273			pmagpy-4.2.24-1	8.87e-09	2.06e-10	6.56e-10	3.7000000000000007e-10
BD14-4a_LP-DIR-T-1435	BD14-4a	BD14-4a_LP-DIR-T	2.1	220.7	20.3	0	0	0	0	0	273	This study	hargrave 2020-09-03 18:39:39	LT-NO:LP-DIR-T	g	1435	u	8	273			pmagpy-4.2.24-1	2.61e-06	6.38e-08	3.94e-08	6.21e-08
BD14-4a_LP-DIR-T-1436	BD14-4a	BD14-4a_LP-DIR-T	2.1	223.0	20.5	0	0	0	0	1	423	This study	hargrave 2020-09-04 15:12:32	LT-T-Z:LP-DIR-T	g	1436	u	8	273			pmagpy-4.2.24-1	2.41e-06	2.4300000000000003e-08	6.4e-08	5.67e-08
BD14-4a_LP-DIR-T-1437	BD14-4a	BD14-4a_LP-DIR-T	2.4	222.2	20.4	0	0	0	0	2	573	This study	hargrave 2020-09-07 12:33:51	LT-T-Z:LP-DIR-T	g	1437	u	8	273			pmagpy-4.2.24-1	2.35e-06	4.71e-08	7.63e-08	3.69e-08
BD14-4a_LP-DIR-T-1438	BD14-4a	BD14-4a_LP-DIR-T	1.1	221.0	21.6	0	0	0	0	3	573	This study	hargrave 2020-09-12 11:50:05	LT-T-Z:LP-DIR-T	g	1438	u	8	273			pmagpy-4.2.24-1	1.77e-06	8.9e-09	2.27e-08	2.5499999999999997e-08
BD14-4a_LP-DIR-T-1439	BD14-4a	BD14-4a_LP-DIR-T	2.7	220.2	23	0	0	0	0	4	623	This study	hargrave 2020-09-14 09:20:21	LT-T-Z:LP-DIR-T	g	1439	u	8	273			pmagpy-4.2.24-1	1.55e-06	4.059999999999999e-08	5.7699999999999994e-08	1.4299999999999999e-08
BD14-4a_LP-DIR-T-1440	BD14-4a	BD14-4a_LP-DIR-T	3	220.2	23.8	0	0	0	0	5	673	This study	hargrave 2020-09-14 15:10:36	LT-T-Z:LP-DIR-T	g	1440	u	8	273			pmagpy-4.2.24-1	1.34e-06	4.04e-08	5.6e-08	1.5e-08
BD14-4a_LP-DIR-T-1441	BD14-4a	BD14-4a_LP-DIR-T	1.6	218.5	24.2	0	0	0	0	6	698	This study	hargrave 2020-09-15 11:36:05	LT-T-Z:LP-DIR-T	g	1441	u	8	273			pmagpy-4.2.24-1	1.19e-06	1.28e-08	2.58e-08	1.5e-08
BD14-4a_LP-DIR-T-1442	BD14-4a	BD14-4a_LP-DIR-T	4.5	220.5	24.5	0	0	0	0	7	723	This study	hargrave 2020-09-16 14:00:25	LT-T-Z:LP-DIR-T	g	1442	u	8	273			pmagpy-4.2.24-1	1.09e-06	4.95e-08	6.82e-08	1.55e-08
BD14-4a_LP-DIR-T-1443	BD14-4a	BD14-4a_LP-DIR-T	3.6	220.0	25	0	0	0	0	8	748	This study	hargrave 2020-09-17 11:03:47	LT-T-Z:LP-DIR-T	g	1443	u	8	273			pmagpy-4.2.24-1	9.7e-07	3.07e-08	4.93e-08	1.76e-08
BD14-4a_LP-DIR-T-1444	BD14-4a	BD14-4a_LP-DIR-T	2.6	221.4	25.5	0	0	0	0	9	773	This study	hargrave 2020-09-17 19:16:31	LT-T-Z:LP-DIR-T	g	1444	u	8	273			pmagpy-4.2.24-1	8.340000000000002e-07	1.6e-08	3.09e-08	1.59e-08
BD14-4a_LP-DIR-T-1445	BD14-4a	BD14-4a_LP-DIR-T	1.8	219.9	25.7	0	0	0	0	10	793	This study	hargrave 2020-09-18 15:24:50	LT-T-Z:LP-DIR-T	g	1445	u	8	273			pmagpy-4.2.24-1	6.33e-07	2.18e-09	1.4499999999999999e-08	1.3899999999999999e-08
BD14-4a_LP-DIR-T-1446	BD14-4a	BD14-4a_LP-DIR-T	3.5	220.2	27.4	0	0	0	0	11	803	This study	hargrave 2020-09-21 16:14:10	LT-T-Z:LP-DIR-T	g	1446	u	8	273			pmagpy-4.2.24-1	5.15e-07	1.3600000000000001e-08	2.62e-08	1.04e-08
BD14-4a_LP-DIR-T-1447	BD14-4a	BD14-4a_LP-DIR-T	4.4	217.9	30.5	0	0	0	0	12	813	This study	hargrave 2020-09-22 12:20:21	LT-T-Z:LP-DIR-T	g	1447	u	8	273			pmagpy-4.2.24-1	3.43e-07	1.24e-08	2.21e-08	6.609999999999999e-09
BD14-4a_LP-DIR-T-1448	BD14-4a	BD14-4a_LP-DIR-T	1.5	215.7	32	0	0	0	0	13	818	This study	hargrave 2020-09-23 16:11:30	LT-T-Z:LP-DIR-T	g	1448	u	8	273			pmagpy-4.2.24-1	2.73e-07	2.39e-09	3.14e-09	5.97e-09
BD14-4a_LP-DIR-T-1449	BD14-4a	BD14-4a_LP-DIR-T	1.6	216.6	33.4	0	0	0	0	14	823	This study	hargrave 2020-09-24 12:38:40	LT-T-Z:LP-DIR-T	g	1449	u	8	273			pmagpy-4.2.24-1	2.15e-07	1.75e-09	3.5399999999999998e-09	4.53e-09
BD14-4a_LP-DIR-T-1450	BD14-4a	BD14-4a_LP-DIR-T	1.6	215.0	32.9	0	0	0	0	15	829	This study	hargrave 2020-09-25 10:59:18	LT-T-Z:LP-DIR-T	g	1450	u	8	273			pmagpy-4.2.24-1	1.6100000000000005e-07	2.57e-09	1.2e-09	3.55e-09
BD14-4a_LP-DIR-T-1451	BD14-4a	BD14-4a_LP-DIR-T	2.6	215.9	35.5	0	0	0	0	16	834	This study	hargrave 2020-09-25 18:35:16	LT-T-Z:LP-DIR-T	g	1451	u	8	273			pmagpy-4.2.24-1	1.28e-07	1.01e-09	4.870000000000001e-09	2.99e-09
BD14-4a_LP-DIR-T-1452	BD14-4a	BD14-4a_LP-DIR-T	1.8	216.5	36.6	0	0	0	0	17	839	This study	hargrave 2020-09-28 13:25:56	LT-T-Z:LP-DIR-T	g	1452	u	8	273			pmagpy-4.2.24-1	1.1800000000000001e-07	7.910000000000001e-10	3.3399999999999996e-09	1.55e-09
BD14-4a_LP-DIR-T-1453	BD14-4a	BD14-4a_LP-DIR-T	2.9	220.7	37.3	0	0	0	0	18	843	This study	hargrave 2020-09-29 11:43:14	LT-T-Z:LP-DIR-T	g	1453	u	8	273			pmagpy-4.2.24-1	8.52e-08	2.52e-09	3.5e-09	8.67e-10
BD14-4a_LP-DIR-T-1454	BD14-4a	BD14-4a_LP-DIR-T	2.4	217.1	35.9	0	0	0	0	19	848	This study	hargrave 2020-09-29 17:31:43	LT-T-Z:LP-DIR-T	g	1454	u	8	273			pmagpy-4.2.24-1	5.9299999999999995e-08	1.1199999999999999e-09	2.2e-09	8.41e-10
BD14-4a_LP-DIR-T-1455	BD14-4a	BD14-4a_LP-DIR-T	1.3	214.5	39.4	0	0	0	0	20	853	This study	hargrave 2020-09-30 13:04:28	LT-T-Z:LP-DIR-T	g	1455	u	8	273			pmagpy-4.2.24-1	5.2300000000000005e-08	1.11e-09	8.98e-10	4.4699999999999996e-10
BD14-4a_LP-DIR-T-1456	BD14-4a	BD14-4a_LP-DIR-T	3.4	222.8	31.6	0	0	0	0	21	863	This study	hargrave 2020-09-30 19:24:25	LT-T-Z:LP-DIR-T	g	1456	u	8	273			pmagpy-4.2.24-1	3.52e-08	9.6e-10	1.85e-09	5.97e-10
BD14-4a_LP-DIR-T-1457	BD14-4a	BD14-4a_LP-DIR-T	2.1	204.6	36.9	0	0	0	0	22	873	This study	hargrave 2020-10-01 13:45:36	LT-T-Z:LP-DIR-T	g	1457	u	8	273			pmagpy-4.2.24-1	2.2000000000000002e-08	3.07e-10	6.35e-10	3.9699999999999997e-10
BD14-4a_LP-DIR-T-1458	BD14-4a	BD14-4a_LP-DIR-T	9.5	105.1	66.7	0	0	0	0	23	893	This study	hargrave 2020-10-02 12:29:59	LT-T-Z:LP-DIR-T	g	1458	u	8	273			pmagpy-4.2.24-1	2.38e-09	2.6100000000000003e-10	4.3900000000000003e-10	2.56e-10
BD14-5a_LP-DIR-T-1459	BD14-5a	BD14-5a_LP-DIR-T	1.1	177.2	54.2	0	0	0	0	0	273	This study	hargrave 2020-09-03 18:41:58	LT-NO:LP-DIR-T	g	1459	u	8	273			pmagpy-4.2.24-1	2.52e-06	3.64e-08	1.4499999999999999e-08	2.76e-08
BD14-5a_LP-DIR-T-1460	BD14-5a	BD14-5a_LP-DIR-T	1.7	181.0	54.4	0	0	0	0	1	423	This study	hargrave 2020-09-04 15:14:04	LT-T-Z:LP-DIR-T	g	1460	u	8	273			pmagpy-4.2.24-1	2.31e-06	3.68e-08	5.2e-08	2.27e-08
BD14-5a_LP-DIR-T-1461	BD14-5a	BD14-5a_LP-DIR-T	0.7	179.0	54.2	0	0	0	0	2	573	This study	hargrave 2020-09-07 12:35:23	LT-T-Z:LP-DIR-T	g	1461	u	8	273			pmagpy-4.2.24-1	2.25e-06	1.79e-08	1.95e-08	1.01e-08
BD14-5a_LP-DIR-T-1462	BD14-5a	BD14-5a_LP-DIR-T	2.2	174.6	55.1	0	0	0	0	3	573	This study	hargrave 2020-09-12 11:51:23	LT-T-Z:LP-DIR-T	g	1462	u	8	273			pmagpy-4.2.24-1	1.62e-06	1.3600000000000001e-08	5.91e-08	1.22e-08
BD14-5a_LP-DIR-T-1463	BD14-5a	BD14-5a_LP-DIR-T	1.9	174.4	54.9	0	0	0	0	4	623	This study	hargrave 2020-09-14 09:21:52	LT-T-Z:LP-DIR-T	g	1463	u	8	273			pmagpy-4.2.24-1	1.41e-06	1.3899999999999999e-08	4.18e-08	1.3e-08
BD14-5a_LP-DIR-T-1464	BD14-5a	BD14-5a_LP-DIR-T	1.3	173.8	55.8	0	0	0	0	5	673	This study	hargrave 2020-09-14 15:12:06	LT-T-Z:LP-DIR-T	g	1464	u	8	273			pmagpy-4.2.24-1	1.22e-06	1.99e-08	1.6e-08	1.29e-08
BD14-5a_LP-DIR-T-1465	BD14-5a	BD14-5a_LP-DIR-T	1.3	169.5	56.1	0	0	0	0	6	698	This study	hargrave 2020-09-15 11:37:37	LT-T-Z:LP-DIR-T	g	1465	u	8	273			pmagpy-4.2.24-1	1.09e-06	6.57e-09	2.4300000000000003e-08	5.44e-09
BD14-5a_LP-DIR-T-1466	BD14-5a	BD14-5a_LP-DIR-T	0.7	170.0	55.1	0	0	0	0	7	723	This study	hargrave 2020-09-16 14:01:56	LT-T-Z:LP-DIR-T	g	1466	u	8	273			pmagpy-4.2.24-1	9.91e-07	3.05e-09	1.08e-08	4.9e-09
BD14-5a_LP-DIR-T-1467	BD14-5a	BD14-5a_LP-DIR-T	2.6	170.7	55.1	0	0	0	0	8	748	This study	hargrave 2020-09-17 11:06:07	LT-T-Z:LP-DIR-T	g	1467	u	8	273			pmagpy-4.2.24-1	8.84e-07	1.38e-08	3.72e-08	8.16e-09
BD14-5a_LP-DIR-T-1468	BD14-5a	BD14-5a_LP-DIR-T	1.2	170.9	55.6	0	0	0	0	9	773	This study	hargrave 2020-09-17 19:18:02	LT-T-Z:LP-DIR-T	g	1468	u	8	273			pmagpy-4.2.24-1	7.67e-07	7.36e-09	1.37e-08	5.4600000000000006e-09
BD14-5a_LP-DIR-T-1469	BD14-5a	BD14-5a_LP-DIR-T	2.1	174.9	55.8	0	0	0	0	10	793	This study	hargrave 2020-09-18 15:26:20	LT-T-Z:LP-DIR-T	g	1469	u	8	273			pmagpy-4.2.24-1	6.33e-07	7.94e-09	2.12e-08	5.02e-09
BD14-5a_LP-DIR-T-1470	BD14-5a	BD14-5a_LP-DIR-T	0.7	169.1	55.5	0	0	0	0	11	803	This study	hargrave 2020-09-21 16:15:23	LT-T-Z:LP-DIR-T	g	1470	u	8	273			pmagpy-4.2.24-1	5.44e-07	4.44e-09	3.13e-09	4.45e-09
BD14-5a_LP-DIR-T-1471	BD14-5a	BD14-5a_LP-DIR-T	3.9	168.8	55.9	0	0	0	0	12	813	This study	hargrave 2020-09-22 12:21:34	LT-T-Z:LP-DIR-T	g	1471	u	8	273			pmagpy-4.2.24-1	4.1299999999999995e-07	1e-08	2.63e-08	4.64e-09
